Label,CopyFileA,CopyFileW,CreateDirectoryW,DeleteFileW,DeviceIoControl,FindFirstFileExW,GetFileAttributesExW,GetFileAttributesW,GetFileInformationByHandle,GetFileInformationByHandleEx,GetFileSize,GetFileSizeEx,GetFileType,GetFileVersionInfoExW,GetFileVersionInfoSizeW,GetShortPathNameW,GetSystemDirectoryA,GetSystemDirectoryW,GetSystemTimeAsFileTime,GetSystemWindowsDirectoryW,GetTempPathW,GetVolumeNameForVolumeMountPointW,GetVolumePathNamesForVolumeNameW,GetVolumePathNameW,InternetReadFile,MoveFileWithProgressW,NtCreateFile,NtDeviceIoControlFile,NtOpenDirectoryObject,NtOpenFile,NtQueryAttributesFile,NtQueryDirectoryFile,NtQueryInformationFile,NtReadFile,NtSetInformationFile,NtWriteFile,RemoveDirectoryA,RemoveDirectoryW,SearchPathW,SetEndOfFile,SetFileAttributesW,SetFileInformationByHandle,SetFilePointer,SetFilePointerEx,SetFileTime,SUMMARY_DIRECTORY_ENUMERATED,SUMMARY_DIRECTORY_REMOVED,SUMMARY_FILE_COPIED,SUMMARY_FILE_CREATED,SUMMARY_FILE_DELETED,SUMMARY_FILE_EXISTS,SUMMARY_FILE_FAILED,SUMMARY_FILE_OPENED,SUMMARY_FILE_READ,SUMMARY_FILE_RECREATED,SUMMARY_FILE_WRITTEN,URLDownloadToFileW,NtQueryFullAttributesFile
0,0,0.0,8,2.0,2.0,0.0,5,115.0,0,8.0,21.0,10.0,10.0,0,0,0.0,0,5.0,49.0,6,1.0,3,8,0.0,0,0.0,341.0,0.0,0,185.0,0.0,293.0,57.0,735.0,25.0,111.0,0,0,2.0,41.0,8.0,0,258.0,11.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,9.0,67.0,43.0,2,21.0,0,0
0,0,0.0,10,0.0,0.0,1.0,0,141.0,0,5.0,9.0,8.0,0.0,0,0,0.0,3,1.0,0.0,16,0.0,4,8,0.0,0,1.0,200.0,0.0,0,18.0,26.0,130.0,0.0,1032.0,0.0,335.0,0,0,0.0,0.0,1.0,0,0.0,0.0,40.0,0.0,0.0,0.0,25.0,0.0,0.0,4.0,44.0,2.0,0,25.0,0,0
0,0,0.0,1,1.0,1.0,40.0,0,0.0,0,7.0,0.0,0.0,3.0,0,0,0.0,0,1.0,0.0,1,0.0,0,0,0.0,0,0.0,116.0,0.0,1,68.0,5.0,5.0,17.0,182.0,0.0,124.0,0,0,0.0,34.0,13.0,0,197.0,8.0,0.0,10.0,0.0,0.0,13.0,0.0,7.0,0.0,56.0,6.0,1,27.0,0,0
0,0,0.0,9,0.0,3.0,32.0,16,58.0,0,3.0,0.0,7.0,17.0,0,0,0.0,2,2.0,70.0,6,1.0,4,8,0.0,0,2.0,132.0,8.0,0,122.0,4.0,52.0,30.0,298.0,2.0,57.0,0,0,3.0,0.0,0.0,0,0.0,0.0,5.0,17.0,0.0,0.0,31.0,4.0,16.0,2.0,102.0,7.0,1,0.0,0,0
0,0,0.0,4,0.0,3.0,16.0,15,0.0,0,1.0,68.0,4.0,5.0,0,0,0.0,0,1.0,0.0,29,1.0,4,8,0.0,0,0.0,128.0,11.0,1,0.0,16.0,142.0,9.0,782.0,0.0,95.0,0,0,0.0,4.0,3.0,0,0.0,0.0,12.0,10.0,0.0,0.0,44.0,1.0,24.0,6.0,58.0,13.0,0,0.0,0,0
0,0,0.0,12,0.0,4.0,27.0,6,49.0,0,37.0,21.0,26.0,11.0,0,2,0.0,0,7.0,249.0,17,1.0,4,8,0.0,0,1.0,272.0,9.0,0,45.0,1.0,218.0,0.0,38.0,0.0,257.0,0,0,3.0,25.0,4.0,0,0.0,12.0,8.0,2.0,0.0,0.0,0.0,0.0,83.0,2.0,19.0,40.0,2,5.0,0,0
0,0,0.0,11,1.0,4.0,53.0,0,0.0,0,7.0,46.0,3.0,1.0,0,0,0.0,0,8.0,56.0,19,1.0,0,0,0.0,0,0.0,0.0,0.0,0,136.0,2.0,0.0,24.0,349.0,44.0,69.0,0,0,0.0,0.0,3.0,0,349.0,33.0,39.0,0.0,0.0,0.0,49.0,2.0,53.0,7.0,49.0,7.0,0,0.0,0,0
0,0,0.0,4,0.0,3.0,8.0,0,0.0,0,5.0,0.0,12.0,13.0,0,1,0.0,6,6.0,0.0,11,0.0,4,8,0.0,0,0.0,353.0,0.0,1,169.0,15.0,115.0,25.0,224.0,3.0,278.0,0,0,3.0,0.0,3.0,0,11.0,2.0,20.0,0.0,0.0,0.0,21.0,0.0,77.0,2.0,24.0,0.0,0,0.0,0,0
0,0,0.0,18,1.0,4.0,22.0,0,190.0,0,30.0,64.0,28.0,5.0,0,2,0.0,14,2.0,389.0,22,0.0,4,8,0.0,0,2.0,235.0,0.0,0,39.0,30.0,186.0,68.0,21.0,0.0,30.0,0,0,0.0,26.0,3.0,0,755.0,0.0,60.0,3.0,0.0,0.0,67.0,0.0,104.0,7.0,63.0,15.0,1,62.0,0,0
0,0,0.0,19,2.0,1.0,53.0,18,78.0,0,33.0,16.0,15.0,0.0,0,0,0.0,10,5.0,55.0,15,1.0,4,8,0.0,0,0.0,126.0,2.0,0,177.0,0.0,123.0,33.0,426.0,22.0,85.0,0,0,0.0,20.0,5.0,0,0.0,3.0,47.0,6.0,0.0,0.0,24.0,1.0,90.0,2.0,62.0,12.0,0,36.0,0,0
0,0,0.0,19,17.0,3.0,5.0,4,176.0,5,49.0,260.0,3.0,11.0,0,2,0.0,9,5.0,771.0,42,0.0,4,8,0.0,0,0.0,335.0,0.0,1,250.0,138.0,223.0,22.0,336.0,1.0,194.0,0,0,39.0,8.0,0.0,0,376.0,11.0,17.0,8.0,0.0,0.0,19.0,1.0,6.0,16.0,140.0,41.0,3,25.0,0,0
0,0,0.0,7,12.0,1.0,45.0,19,248.0,0,34.0,13.0,1.0,6.0,0,5,0.0,0,5.0,440.0,21,0.0,4,8,0.0,0,0.0,227.0,6.0,0,77.0,31.0,349.0,317.0,103.0,20.0,0.0,0,0,2.0,30.0,2.0,0,308.0,34.0,0.0,0.0,1.0,0.0,13.0,3.0,99.0,10.0,129.0,37.0,2,40.0,0,0
0,0,0.0,29,14.0,5.0,19.0,6,729.0,4,32.0,14.0,38.0,2.0,0,3,0.0,15,9.0,674.0,13,0.0,4,8,0.0,0,3.0,92.0,0.0,0,81.0,15.0,219.0,56.0,434.0,39.0,2367.0,3,0,0.0,19.0,0.0,0,215.0,15.0,75.0,11.0,3.0,0.0,114.0,9.0,134.0,11.0,64.0,57.0,0,363.0,0,0
0,0,0.0,5,0.0,25.0,0.0,13,252.0,0,36.0,0.0,28.0,10.0,0,3,0.0,5,3.0,234.0,44,0.0,4,8,0.0,0,3.0,213.0,0.0,0,328.0,112.0,316.0,49.0,0.0,0.0,29.0,0,0,40.0,0.0,4.0,0,318.0,2.0,0.0,9.0,0.0,0.0,86.0,2.0,74.0,9.0,173.0,32.0,2,0.0,0,0
0,0,0.0,6,0.0,0.0,3.0,7,68.0,3,35.0,59.0,10.0,0.0,0,0,0.0,0,3.0,136.0,8,0.0,4,8,0.0,0,2.0,110.0,2.0,1,111.0,7.0,209.0,27.0,836.0,0.0,193.0,0,0,2.0,0.0,3.0,0,740.0,1.0,17.0,19.0,0.0,0.0,0.0,1.0,71.0,2.0,28.0,81.0,0,52.0,0,0
0,0,0.0,16,2.0,15.0,11.0,5,87.0,0,20.0,309.0,13.0,5.0,0,2,0.0,0,5.0,472.0,38,0.0,5,8,0.0,0,0.0,251.0,5.0,0,248.0,27.0,285.0,40.0,505.0,27.0,17.0,0,0,33.0,28.0,0.0,0,0.0,32.0,0.0,8.0,0.0,0.0,42.0,0.0,79.0,0.0,112.0,38.0,1,43.0,0,0
0,0,0.0,4,0.0,1.0,18.0,4,199.0,0,0.0,0.0,0.0,0.0,0,0,0.0,6,4.0,97.0,31,0.0,4,8,0.0,0,2.0,323.0,4.0,0,36.0,1.0,144.0,25.0,318.0,8.0,166.0,0,0,1.0,0.0,0.0,0,0.0,5.0,32.0,9.0,0.0,0.0,36.0,0.0,0.0,9.0,66.0,0.0,1,25.0,0,0
0,0,0.0,15,2.0,0.0,27.0,2,0.0,0,2.0,32.0,25.0,3.0,0,0,0.0,0,6.0,60.0,5,1.0,4,8,0.0,0,1.0,204.0,2.0,0,0.0,10.0,1.0,0.0,541.0,0.0,0.0,0,0,3.0,0.0,0.0,0,149.0,0.0,7.0,8.0,0.0,0.0,36.0,0.0,0.0,5.0,35.0,6.0,3,3.0,0,0
0,0,0.0,3,1.0,0.0,23.0,4,0.0,0,24.0,0.0,34.0,8.0,0,0,0.0,0,4.0,343.0,2,1.0,4,8,0.0,0,1.0,327.0,3.0,0,233.0,0.0,40.0,13.0,513.0,16.0,0.0,0,0,2.0,0.0,5.0,0,137.0,6.0,56.0,1.0,0.0,0.0,20.0,0.0,45.0,8.0,37.0,6.0,1,0.0,0,0
0,0,0.0,8,0.0,2.0,0.0,13,148.0,0,0.0,50.0,23.0,14.0,0,0,0.0,0,3.0,31.0,13,0.0,4,8,0.0,0,2.0,149.0,0.0,0,214.0,10.0,0.0,71.0,252.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,4.0,0,16.0,0,0
0,0,0.0,9,1.0,1.0,17.0,5,163.0,0,6.0,65.0,34.0,6.0,0,0,0.0,0,7.0,0.0,19,2.0,0,8,0.0,0,2.0,88.0,20.0,0,22.0,2.0,0.0,24.0,971.0,5.0,71.0,0,0,2.0,7.0,8.0,0,408.0,11.0,9.0,15.0,0.0,0.0,83.0,1.0,0.0,6.0,58.0,4.0,0,38.0,0,0
